objectID,title,artistDisplayName,artistRole,objectDate,period,culture,medium,dimensions,department,objectURL,primaryImage,primaryImageSmall,isPublicDomain,localImageFileName,artist_slug,object_year,has_local_image,image_path,metadata_source
233023,Upholstery panels for a settee,Unknown Artist,,ca. 1763–64,,,"Silk, painted","b: 57 x 24
c: 55 x 24
d: 65 x 27",European Sculpture and Decorative Arts,https://www.metmuseum.org/art/collection/search/233023,https://images.metmuseum.org/CRDImages/es/original/204811.jpg,https://images.metmuseum.org/CRDImages/es/web-large/204811.jpg,True,unknown_artist_233023.jpg,unknown_artist,1763.0,True,met_art_data/images/unknown_artist_233023.jpg,met_collection_api_2026-04-09
40512,Song of the Stone Drums,Xianyu Shu,Artist,dated 1301,Yuan dynasty (1271–1368),China,Handscroll; ink on paper,"Image: 17 11/16 in. x 15 ft. 1 1/16 in. (44.9 x 459.9 cm)
Overall with mounting: 18 in. x 38 ft. 11 3/16 in. (45.7 x 1186.7 cm)",Asian Art,https://www.metmuseum.org/art/collection/search/40512,https://images.metmuseum.org/CRDImages/as/original/DP230507_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP230507_CRD.jpg,True,Xianyu_Shu_1_40512.jpg,xianyu_shu,1301.0,True,met_art_data/images/Xianyu_Shu_1_40512.jpg,met_collection_api_2026-04-09
451289,"""Unwan"", Folio from the Shah Jahan Album",Mir 'Ali Haravi,Calligrapher,recto and verso: ca. 1630–40,,,"Ink, opaque watercolor, and gold on paper","H. 15 1/4 in. (38.7 cm)
W. 10 1/4 in. (26 cm)",Islamic Art,https://www.metmuseum.org/art/collection/search/451289,https://images.metmuseum.org/CRDImages/is/original/DP247712.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP247712.jpg,True,Mir_Ali_Haravi_1_451289.jpg,mir_ali_haravi,1630.0,True,met_art_data/images/Mir_Ali_Haravi_1_451289.jpg,met_collection_api_2026-04-09
437936,Ariadne,George Frederic Watts,Artist,1894,,,Oil on canvas,24 x 20 in. (61 x 50.8 cm),European Paintings,https://www.metmuseum.org/art/collection/search/437936,https://images.metmuseum.org/CRDImages/ep/original/DP169627.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169627.jpg,True,George_Frederic_Watts_1_437936.jpg,george_frederic_watts,1894.0,True,met_art_data/images/George_Frederic_Watts_1_437936.jpg,met_collection_api_2026-04-09
72774,Seventeen Letters,Xu Beihong,Artist,dated 1938–48,Republic period (1912–49),China,Handscroll; ink on paper,Overall: 12 11/16 x 365 3/8 in. (32.3 x 928 cm),Asian Art,https://www.metmuseum.org/art/collection/search/72774,,,False,,xu_beihong,1938.0,False,,met_collection_api_2026-04-09
338422,Head of a Woman Looking to Upper Left,Annibale Carracci,Artist,1590–1600,,,"Charcoal, highlighted with white chalk, on blue paper faded light- brown",sheet: 16 15/16 x 14 1/16 in. (43 x 35.7 cm),Drawings and Prints,https://www.metmuseum.org/art/collection/search/338422,https://images.metmuseum.org/CRDImages/dp/original/DP807126.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP807126.jpg,True,Annibale_Carracci_1_338422.jpg,annibale_carracci,1590.0,True,met_art_data/images/Annibale_Carracci_1_338422.jpg,met_collection_api_2026-04-09
775454,Valentine with lace paper and faux pearls,Esther Howland,Artist,ca. 1855,,,"Cameo-embossed lace paper, chromolithographed die-cuts, faux pearls, blue satin, white satin ribbon, gold paper stars, graphite, ink, watercolor",Sheet: 9 1/8 × 7 7/8 in. (23.2 × 20 cm),Drawings and Prints,https://www.metmuseum.org/art/collection/search/775454,https://images.metmuseum.org/CRDImages/dp/original/DP-14967-005.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP-14967-005.jpg,True,Esther_Howland_1_775454.jpg,esther_howland,1855.0,True,met_art_data/images/Esther_Howland_1_775454.jpg,met_collection_api_2026-04-09
197741,Armchair (part of a set),Nicolas-Quinibert Foliot,Maker,ca. 1754–56,,,Carved and gilded beech; wool and silk tapestry,40 1/4 x 31 x 25 in. (102.2 x 78.7 x 63.5 cm),European Sculpture and Decorative Arts,https://www.metmuseum.org/art/collection/search/197741,https://images.metmuseum.org/CRDImages/es/original/152178.jpg,https://images.metmuseum.org/CRDImages/es/web-large/152178.jpg,True,Nicolas-Quinibert_Foliot_5_197741.jpg,nicolas-quinibert_foliot,1754.0,True,met_art_data/images/Nicolas-Quinibert_Foliot_5_197741.jpg,met_collection_api_2026-04-09
197743,Armchair (part of a set),Nicolas-Quinibert Foliot,Maker,ca. 1754–56,,,Carved and gilded beech; wool and silk tapestry,40 5/8 x 29 3/4 x 25 1/2 in. (103.2 x 75.6 x 64.8 cm),European Sculpture and Decorative Arts,https://www.metmuseum.org/art/collection/search/197743,https://images.metmuseum.org/CRDImages/es/original/152738.jpg,https://images.metmuseum.org/CRDImages/es/web-large/152738.jpg,True,Nicolas-Quinibert_Foliot_6_197743.jpg,nicolas-quinibert_foliot,1754.0,True,met_art_data/images/Nicolas-Quinibert_Foliot_6_197743.jpg,met_collection_api_2026-04-09
197739,Armchair (part of a set),Nicolas-Quinibert Foliot,Maker,ca. 1754–56,,,"Carved and gilded beech, wool and silk tapestry",41 x 30 1/2 x 26 in. (104.1 x 77.5 x 66 cm),European Sculpture and Decorative Arts,https://www.metmuseum.org/art/collection/search/197739,https://images.metmuseum.org/CRDImages/es/original/152177.jpg,https://images.metmuseum.org/CRDImages/es/web-large/152177.jpg,True,Nicolas-Quinibert_Foliot_7_197739.jpg,nicolas-quinibert_foliot,1754.0,True,met_art_data/images/Nicolas-Quinibert_Foliot_7_197739.jpg,met_collection_api_2026-04-09
368003,Le Vrai et le Faux Chic,Georges Goursat [Sem],Author,1914,,,plates: color lithographs,"18 7/8 × 13 3/8 × 3/8 in. (48 × 34 × 1 cm)
Sheet: 17 7/8 × 12 13/16 in. (45.4 × 32.6 cm)",Drawings and Prints,https://www.metmuseum.org/art/collection/search/368003,,,False,,georges_goursat_sem,1914.0,False,,met_collection_api_2026-04-09
436413,Christ Bearing the Cross,Northern French Painter,Artist,,,,Oil on wood,14 3/4 x 10 5/8 in. (37.5 x 27 cm),European Paintings,https://www.metmuseum.org/art/collection/search/436413,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.112.bw.R.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.112.bw.R.jpg,True,Northern_French_Painter_1_436413.jpg,northern_french_painter,,True,met_art_data/images/Northern_French_Painter_1_436413.jpg,met_collection_api_2026-04-09
697201,"The West Wind, Lynmouth",Sir Edward John Poynter,Artist,1866,,,Watercolor and gouache (bodycolor),Sheet: 12 in. × 18 1/4 in. (30.5 × 46.4 cm),Drawings and Prints,https://www.metmuseum.org/art/collection/search/697201,https://images.metmuseum.org/CRDImages/dp/original/DP854935.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP854935.jpg,True,Sir_Edward_John_Poynter_1_697201.jpg,sir_edward_john_poynter,1866.0,True,met_art_data/images/Sir_Edward_John_Poynter_1_697201.jpg,met_collection_api_2026-04-09
53633,Autumn Trees and Grasses by a Stream,Unknown Artist,,late 17th–early 18th century,Edo period (1615–1868),Japan,"One of a pair of six-panel folding screens; ink, color, gold, and silver on paper",48 in. x 10 ft. 3 in. (121.9 x 312.4 cm),Asian Art,https://www.metmuseum.org/art/collection/search/53633,https://images.metmuseum.org/CRDImages/as/original/DP211889.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP211889.jpg,True,unknown_artist_53633.jpg,unknown_artist,,True,met_art_data/images/unknown_artist_53633.jpg,met_collection_api_2026-04-09
919444,The Waters of Gulutji,Gunybi Ganambarr,Artist,2024,,,Etched aluminum composite panel,H. 103 15/16 x W. 118 1/8 in. (H. 264 x W. 300 cm.),The Michael C. Rockefeller Wing,https://www.metmuseum.org/art/collection/search/919444,,,False,,gunybi_ganambarr,2024.0,False,,met_collection_api_2026-04-09
485705,"""La Vie en Rose""",Joan Mitchell,Artist,1979,,,Oil on canvas,"Overall: 9 ft. 2 1/2 in. × 22 ft. 3 15/16 in. × 4 in. (280.7 × 680.6 × 10.2 cm)
a - far left panel: 9 ft. 2 1/2 in. × 70 7/8 in. × 1 1/8 in. (280.7 × 180 × 2.9 cm)
b - center left panel: 9 ft. 2 1/4 in. × 63 1/8 in. × 1 1/4 in. (280 × 160.3 × 3.2 cm)
c - center right panel: 9 ft. 2 3/8 in. × 63 1/8 in. × 1 1/4 in. (280.4 × 160.3 × 3.2 cm)
d - far right panel: 9 ft. 2 1/2 in. × 70 7/8 in. × 1 1/4 in. (280.7 × 180 × 3.2 cm)",Modern and Contemporary Art,https://www.metmuseum.org/art/collection/search/485705,,,False,,joan_mitchell,1979.0,False,,met_collection_api_2026-04-09
435678,The Temptation of Saint Anthony,Herri met de Bles,Artist,ca. 1550–60,,,Oil on wood,Overall 8 7/8 x 13 3/4 in. (22.5 x 34.9 cm); painted surface 8 1/2 x 13 3/8 in. (21.6 x 34 cm),European Paintings,https://www.metmuseum.org/art/collection/search/435678,https://images.metmuseum.org/CRDImages/ep/original/DP235224.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP235224.jpg,True,Herri_met_de_Bles_1_435678.jpg,herri_met_de_bles,1550.0,True,met_art_data/images/Herri_met_de_Bles_1_435678.jpg,met_collection_api_2026-04-09
485541,Head of the Artist's Mother,Umberto Boccioni,Artist,1915,,,Pen and black ink and wash and graphite on paper,12 1/4 × 9 1/2 in. (31.1 × 24.1 cm),Modern and Contemporary Art,https://www.metmuseum.org/art/collection/search/485541,https://images.metmuseum.org/CRDImages/ma/original/LC-1990_38_30_overall_20250109_003.jpg,https://images.metmuseum.org/CRDImages/ma/web-large/LC-1990_38_30_overall_20250109_003.jpg,True,Umberto_Boccioni_1_485541.jpg,umberto_boccioni,1915.0,True,met_art_data/images/Umberto_Boccioni_1_485541.jpg,met_collection_api_2026-04-09
231000,Four upholstery panels for a settee,Beauvais,Manufactory,1754–56,,,Wool and silk,"a: 28 × 82 in. (71.1 × 208.3 cm)
b: 36 × 92 in. (91.4 × 233.7 cm)
c and d: 15 × 17 in. (38.1 × 43.2 cm)",European Sculpture and Decorative Arts,https://www.metmuseum.org/art/collection/search/231000,https://images.metmuseum.org/CRDImages/es/original/DP221524.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP221524.jpg,True,Beauvais_1_231000.jpg,beauvais,1754.0,True,met_art_data/images/Beauvais_1_231000.jpg,met_collection_api_2026-04-09
437896,The Missionary's Adventures,Jean-Georges Vibert,Artist,ca. 1883,,,Oil on wood,39 x 53 in. (99.1 x 134.6 cm),European Paintings,https://www.metmuseum.org/art/collection/search/437896,https://images.metmuseum.org/CRDImages/ep/original/EP1435.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/EP1435.jpg,True,Jean-Georges_Vibert_1_437896.jpg,jean-georges_vibert,1883.0,True,met_art_data/images/Jean-Georges_Vibert_1_437896.jpg,met_collection_api_2026-04-09
488650,Gilding the Acrobats,Paul Cadmus,Artist,1935,,,Tempera and oil on Masonite,36 11/16 in. × 18 1/2 in. (93.2 × 47 cm),Modern and Contemporary Art,https://www.metmuseum.org/art/collection/search/488650,,,False,,paul_cadmus,1935.0,False,,met_collection_api_2026-04-09
895601,Oak Leaved Geranium from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Lone Jack Cigarette Company,Publisher,1888,,,Commercial color lithograph,Sheet: 2 3/4 × 1 1/2 in. (7 × 3.8 cm),Drawings and Prints,https://www.metmuseum.org/art/collection/search/895601,,,False,,lone_jack_cigarette_company,1888.0,False,,met_collection_api_2026-04-09
435880,Rocks at Fontainebleau,Paul Cézanne,Artist,1890s,,,Oil on canvas,28 7/8 x 36 3/8 in. (73.3 x 92.4 cm),European Paintings,https://www.metmuseum.org/art/collection/search/435880,https://images.metmuseum.org/CRDImages/ep/original/DP-23704-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23704-001.jpg,True,Paul_Cézanne_1_435880.jpg,paul_cézanne,1890.0,True,met_art_data/images/Paul_Cézanne_1_435880.jpg,met_collection_api_2026-04-09
435683,Island of the Dead,Arnold Böcklin,Artist,1880,,,Oil on wood,29 x 48 in. (73.7 x 121.9 cm),European Paintings,https://www.metmuseum.org/art/collection/search/435683,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-003.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-003.jpg,True,Arnold_Böcklin_1_435683.jpg,arnold_böcklin,1880.0,True,met_art_data/images/Arnold_Böcklin_1_435683.jpg,met_collection_api_2026-04-09
552008,Unfinished pseudo block statue,Unknown Artist,,664–610 B.C.,Late Period (Saite),,Diorite,H. 39.6 cm (15 9/16 in.); W. 17.1 cm (6 3/4 in.); D. 17 cm (6 11/16 in.),Egyptian Art,https://www.metmuseum.org/art/collection/search/552008,,,False,,unknown_artist,664.0,False,,met_collection_api_2026-04-09
57344,White Poppies on Gold Ground,Ogata Kōrin,Artist,,Edo period (1615–1868),Japan,Six-panel folding screen; color on paper,67 in. × 12 ft. 7 in. (170.2 × 383.5 cm),Asian Art,https://www.metmuseum.org/art/collection/search/57344,https://images.metmuseum.org/CRDImages/as/original/DP-27193-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-27193-001.jpg,True,Ogata_Kōrin_1_57344.jpg,ogata_kōrin,,True,met_art_data/images/Ogata_Kōrin_1_57344.jpg,met_collection_api_2026-04-09
436046,"Johann I (1468–1532), the Constant, Elector of Saxony",Lucas Cranach the Elder,Artist,1532–33,,,"Oil on canvas, transferred from wood, with letterpress-printed paper labels",8 1/4 x 5 7/8 in. (21 x 14.9 cm),European Paintings,https://www.metmuseum.org/art/collection/search/436046,https://images.metmuseum.org/CRDImages/ep/original/DP280599.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP280599.jpg,True,Lucas_Cranach_the_Elder_1_436046.jpg,lucas_cranach_the_elder,1532.0,True,met_art_data/images/Lucas_Cranach_the_Elder_1_436046.jpg,met_collection_api_2026-04-09
436797,The Holy Family,Joos van Cleve,Artist,ca. 1525,,,Oil on wood,20 3/8 x 14 5/8 in. (51.8 x 37.1 cm),European Paintings,https://www.metmuseum.org/art/collection/search/436797,https://images.metmuseum.org/CRDImages/ep/original/DT243291.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT243291.jpg,True,Joos_van_Cleve_1_436797.jpg,joos_van_cleve,1525.0,True,met_art_data/images/Joos_van_Cleve_1_436797.jpg,met_collection_api_2026-04-09
436523,The Adoration of the Magi,Hugo van der Goes,Artist,,,,Oil on wood,29 1/8 x 25 5/8 in. (74 x 65.1 cm),European Paintings,https://www.metmuseum.org/art/collection/search/436523,https://images.metmuseum.org/CRDImages/ep/original/DP332733.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP332733.jpg,True,Hugo_van_der_Goes_2_436523.jpg,hugo_van_der_goes,,True,met_art_data/images/Hugo_van_der_Goes_2_436523.jpg,met_collection_api_2026-04-09
834771,"The Sports of Childhood Show the Future Man, from ""Picture Poesies""",Arthur Boyd Houghton,Artist,"first published 1865, reissued 1874",,,Wood engraving,"Image: 6 15/16 × 5 3/8 in. (17.6 × 13.6 cm)
Sheet: 9 3/4 × 7 1/2 in. (24.7 × 19.1 cm)",Drawings and Prints,https://www.metmuseum.org/art/collection/search/834771,,,False,,arthur_boyd_houghton,1865.0,False,,met_collection_api_2026-04-09
